City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
177,Cam Ranh,VN,78.8,broken clouds,11.92,109.16,OYO 598 Peony Hotel
183,Belmonte,BR,78.8,clear sky,-15.86,-38.88,Pousada Monte Carmelo O Pão
185,Tual,ID,82.06,scattered clouds,-5.67,132.75,Grand Vilia Hotel
191,Tecoanapa,MX,85.39,overcast clouds,16.52,-98.75,Hotel Manglares
193,Hambantota,LK,78.8,scattered clouds,6.12,81.12,Bungalow 63
200,Mount Isa,AU,82.4,clear sky,-20.73,139.5,ibis Styles Mt Isa Verona
202,Arlit,NE,89.08,clear sky,18.74,7.39,Hôtel Telwa Bungalow
207,Kavaratti,IN,80.74,overcast clouds,10.57,72.64,Hotels in Lakshadweep Islands
210,Iquitos,PE,84.2,scattered clouds,-3.75,-73.25,Cortez Malaga Techy Caroly
212,Puerto Maldonado,PE,76.64,light rain,-12.6,-69.18,Wasai Hotel
213,Ishigaki,JP,78.8,light intensity shower rain,24.34,124.16,Hotel Peace Land Ishigakijima
219,Ambulu,ID,75.25,overcast clouds,-8.35,113.61,Hotel Ambulu Jember
223,Mirador,BR,85.41,scattered clouds,-6.37,-44.36,Pousada Casa Nova
229,Santa Isabel Do Rio Negro,BR,83.86,moderate rain,-0.41,-65.02,Hotel GSA
231,Tutoia,BR,80.42,few clouds,-2.76,-42.27,Pousada Guará's
235,Ascension,US,87.8,clear sky,30.22,-90.9,Highland Inn
237,Pedernales,DO,80.6,broken clouds,18.04,-71.74,Hotel Costa Marina
239,Sao Filipe,CV,82.18,broken clouds,14.9,-24.5,Tortuga B&B
240,Ourossogui,SN,84.2,scattered clouds,15.61,-13.32,Auberge Sogui
243,Quatre Cocos,MU,75.2,broken clouds,-20.21,57.76,Emeraude Beach Attitude Hotel
247,Daru,PG,80.13,few clouds,-9.08,143.21,New century hotel
261,Guiratinga,BR,76.14,light rain,-16.35,-53.76,Hotel Angra do Cerrado - Guiratinga MT
262,Amahai,ID,82.99,light rain,-3.33,128.92,Peternakan Ayam Bangkok Manisso
263,Humaita,BR,75.29,moderate rain,-7.51,-63.02,Corrêa Hotel
265,Lawton,US,87.8,scattered clouds,34.61,-98.39,Holiday Inn Express & Suites Lawton-Fort Sill
266,Isangel,VU,82.4,few clouds,-19.55,169.27,Volcano Sea View Tree House
275,Saint George,US,82.99,clear sky,37.1,-113.58,Best Western Plus Abbey Inn
276,Port Lavaca,US,86.0,clear sky,28.61,-96.63,Holiday Inn Express & Suites Port Lavaca
288,Maningrida,AU,79.97,broken clouds,-12.07,134.27,Dhukurrdji Lodge
289,Sao Jose Da Coroa Grande,BR,77.41,clear sky,-8.9,-35.15,Crôa Mares Hotel
290,Florida,US,82.4,broken clouds,28.75,-82.5,Deer Park Community
291,Kloulklubed,PW,77.0,light rain,7.04,134.26,Storyboard Beach Resort
292,Buala,SB,82.42,moderate rain,-8.14,159.59,Maringe Lagoon Lodge
293,Awka,NG,76.28,broken clouds,6.21,7.07,"De Santos Hotel, Awka"
300,Charkhi Dadri,IN,77.54,scattered clouds,28.6,76.27,Hotel Tushar & Family Restaurant
302,Champerico,GT,87.8,thunderstorm with light rain,14.3,-91.92,"Hotel y restaurante ""El Diamante"""
305,Puri,IN,77.0,heavy intensity rain,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
312,Picota,PE,77.0,scattered clouds,-6.92,-76.33,Hospedaje Vanessa
321,Prainha,BR,88.0,scattered clouds,-1.8,-53.48,Hotel Brasília
323,Kahului,US,87.8,clear sky,20.89,-156.47,Maui Seaside Hotel
324,Ca Mau,VN,75.33,light rain,9.18,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
326,Kununurra,AU,78.8,broken clouds,-15.77,128.73,Hotel Kununurra
