City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Lagoa,PT,2020-10-19 19:11:44,39.05,-27.98,63.77,74,93,36.84
307,Talara,PE,2020-10-19 19:11:44,-4.58,-81.27,75.2,69,100,17.22
308,Henderson,US,2020-10-19 19:07:09,36.04,-114.98,87.01,10,1,5.82
309,Bambous Virieux,MU,2020-10-19 19:11:44,-20.34,57.76,75.2,69,40,11.41
310,Turukhansk,RU,2020-10-19 19:11:44,65.82,87.98,11.77,97,100,3.38
311,Kanniyakumari,IN,2020-10-19 19:11:44,8.08,77.57,79.41,82,0,17.65
312,San Patricio,US,2020-10-19 19:11:02,28.02,-97.52,91.0,59,75,18.34
313,Hay River,CA,2020-10-19 19:11:44,60.82,-115.8,26.33,87,0,6.04
314,Batagay,RU,2020-10-19 19:11:44,67.63,134.63,11.77,94,100,3.74
315,Lavrentiya,RU,2020-10-19 19:11:45,65.58,-171.0,31.93,85,11,2.21
316,Novska,HR,2020-10-19 19:11:45,45.34,16.98,42.8,93,0,4.7
317,Fort Saint James,CA,2020-10-19 19:11:45,54.43,-124.25,35.19,85,69,3.2
318,Kungurtug,RU,2020-10-19 19:11:45,50.6,97.52,16.57,91,95,3.0
319,San Ramon De La Nueva Oran,AR,2020-10-19 19:10:31,-23.13,-64.33,109.0,22,0,1.99
320,Wasilla,US,2020-10-19 19:11:45,61.58,-149.44,30.0,92,90,0.22
321,Buzmeyin,TM,2020-10-19 19:11:46,38.05,58.21,59.0,33,0,6.93
322,Buchanan,LR,2020-10-19 19:11:46,5.88,-10.05,78.8,94,75,3.36
323,Whitianga,NZ,2020-10-19 19:09:22,-36.83,175.7,61.0,85,81,7.0
324,Vanavara,RU,2020-10-19 19:11:46,60.34,102.28,25.0,96,100,13.69
325,Plattsburgh,US,2020-10-19 19:11:46,44.7,-73.45,54.0,81,90,5.82
326,Tutoia,BR,2020-10-19 19:11:46,-2.76,-42.27,83.79,71,8,12.26
327,Taoudenni,ML,2020-10-19 19:11:46,22.68,-3.98,87.46,15,0,11.21
328,Nioro,GM,2020-10-19 19:11:46,13.35,-15.75,85.93,52,42,5.14
329,Rawson,AR,2020-10-19 19:11:43,-43.3,-65.1,61.68,29,0,24.76
330,Progreso,MX,2020-10-19 19:11:47,21.28,-89.67,89.01,66,75,9.17
331,Bukachacha,RU,2020-10-19 19:11:47,52.98,116.92,33.28,91,100,2.84
332,Baniyas,SY,2020-10-19 19:11:47,35.18,35.95,71.6,83,97,4.7
333,Natal,BR,2020-10-19 19:11:47,-5.79,-35.21,84.2,66,40,17.22
334,Hovd,MN,2020-10-19 19:11:47,48.01,91.64,25.99,78,64,2.28
335,Point Pedro,LK,2020-10-19 19:11:47,9.82,80.23,81.07,81,65,16.4
336,Flinders,AU,2020-10-19 19:11:47,-34.58,150.86,61.0,81,71,1.01
337,Prieska,ZA,2020-10-19 19:11:47,-29.66,22.75,73.49,19,16,10.71
338,Kushmurun,KZ,2020-10-19 19:11:48,52.45,64.63,50.29,49,0,11.48
339,Bowen,AU,2020-10-19 19:11:48,-20.02,148.23,62.6,93,12,3.36
340,Huarmey,PE,2020-10-19 19:11:48,-10.07,-78.15,70.23,64,97,11.34
341,Tehachapi,US,2020-10-19 19:10:14,35.13,-118.45,78.01,20,1,14.99
342,Junction City,US,2020-10-19 19:11:48,39.03,-96.83,46.4,49,90,8.05
343,Zhigalovo,RU,2020-10-19 19:11:48,54.81,105.16,27.25,92,100,9.62
344,Terrace,CA,2020-10-19 19:08:55,54.52,-128.6,39.99,93,99,2.64
345,Matagami,CA,2020-10-19 19:11:49,49.75,-77.63,39.7,70,92,8.23
346,Lodja,CD,2020-10-19 19:11:49,-3.48,23.43,74.62,79,67,2.24
347,Multan,PK,2020-10-19 19:11:49,30.2,71.48,75.2,60,0,4.21
348,Imeni Poliny Osipenko,RU,2020-10-19 19:11:49,52.42,136.49,23.94,82,0,4.43
349,Mount Gambier,AU,2020-10-19 19:11:49,-37.83,140.77,37.4,100,90,1.86
350,Kuusamo,FI,2020-10-19 19:11:49,65.97,29.18,28.4,92,75,6.93
351,Aksarka,RU,2020-10-19 19:11:49,66.56,67.8,14.68,95,0,3.71
352,Yuli,NG,2020-10-19 19:11:50,9.7,10.27,79.99,63,0,5.14
353,Awash,ET,2020-10-19 19:11:50,8.98,40.17,75.13,30,0,3.85
354,Saint-Joseph,RE,2020-10-19 19:11:50,-21.37,55.62,71.6,78,13,5.82
355,Lata,PT,2020-10-19 19:11:50,40.16,-8.33,64.99,98,100,1.99
356,Batticaloa,LK,2020-10-19 19:11:50,7.71,81.69,80.06,76,4,2.53
357,Stepnogorsk,KZ,2020-10-19 19:11:50,52.35,71.89,45.3,59,38,15.77
358,Olga,RU,2020-10-19 19:11:51,43.74,135.29,43.68,61,100,4.81
359,Coquimbo,CL,2020-10-19 19:11:51,-29.95,-71.34,60.8,67,0,14.99
360,Thompson,CA,2020-10-19 19:11:22,55.74,-97.86,30.51,90,98,8.41
361,Bodden Town,KY,2020-10-19 19:11:51,19.28,-81.25,86.0,74,75,11.41
362,Pese,PA,2020-10-19 19:11:51,7.9,-80.62,83.17,77,100,14.2
363,Brnakot,AM,2020-10-19 19:11:51,39.5,45.97,57.2,42,0,9.17
364,Bafoulabe,ML,2020-10-19 19:11:52,13.81,-10.83,88.95,25,0,3.13
365,Ust-Uda,RU,2020-10-19 19:11:53,54.17,103.03,27.01,91,55,9.33
366,Stryn,NO,2020-10-19 19:08:43,61.9,6.72,35.6,86,100,6.93
367,Bilibino,RU,2020-10-19 19:10:38,68.05,166.44,11.37,92,25,2.95
368,Auki,SB,2020-10-19 19:11:53,-8.77,160.7,77.9,85,6,2.75
369,Mangrol,IN,2020-10-19 19:11:53,21.12,70.12,83.05,78,19,6.31
370,Kargasok,RU,2020-10-19 19:11:53,59.06,80.86,32.88,96,100,14.0
371,Narsaq,GL,2020-10-19 19:11:53,60.92,-46.05,35.6,93,90,6.93
372,Altamont,US,2020-10-19 19:11:53,42.21,-121.74,66.0,55,1,2.91
373,Tasikmalaya,ID,2020-10-19 19:11:54,-7.33,108.22,71.91,91,100,0.72
374,Kiama,AU,2020-10-19 19:11:54,-34.68,150.87,61.0,86,79,2.8
375,Muros,ES,2020-10-19 19:11:54,42.78,-9.06,63.0,87,100,7.0
376,Vanimo,PG,2020-10-19 19:11:54,-2.67,141.3,77.14,85,6,2.95
377,Amparafaravola,MG,2020-10-19 19:11:54,-17.58,48.22,63.91,88,13,4.72
378,Mokhsogollokh,RU,2020-10-19 19:11:54,61.47,128.92,9.34,95,100,2.62
379,Kathmandu,NP,2020-10-19 19:11:54,27.72,85.32,66.2,88,20,2.15
380,Tahoua,NE,2020-10-19 19:11:54,14.89,5.27,95.0,28,0,6.96
381,Linqing,CN,2020-10-19 19:11:55,36.85,115.71,54.45,46,100,8.34
382,Taitung,TW,2020-10-19 19:11:55,22.76,121.14,75.45,72,25,15.68
383,Caravelas,BR,2020-10-19 19:11:55,-17.71,-39.25,77.02,66,100,7.27
384,Paka,MY,2020-10-19 19:11:55,4.64,103.44,75.2,100,16,1.7
385,Broome,US,2020-10-19 19:07:47,42.25,-75.83,57.0,93,90,9.17
386,Leshukonskoye,RU,2020-10-19 19:11:55,64.9,45.76,30.15,99,100,7.25
387,Kununurra,AU,2020-10-19 19:09:54,-15.77,128.73,80.6,94,86,5.82
388,Lamu,KE,2020-10-19 19:11:56,-2.27,40.9,77.0,83,1,10.22
389,Tornio,FI,2020-10-19 19:11:56,65.85,24.15,28.4,92,96,10.29
390,Korla,CN,2020-10-19 19:11:56,41.76,86.15,48.0,74,0,1.01
391,Burnie,AU,2020-10-19 19:11:31,-41.07,145.92,48.99,82,34,3.0
392,Leningradskiy,RU,2020-10-19 19:11:56,69.38,178.42,27.03,91,98,6.51
393,Dauphin,CA,2020-10-19 19:11:56,51.15,-100.05,34.61,73,0,3.76
394,Viedma,AR,2020-10-19 19:11:56,-40.81,-63.0,69.01,23,0,8.01
395,Batsfjord,NO,2020-10-19 19:11:56,70.63,29.72,35.6,81,75,10.29
396,Kudahuvadhoo,MV,2020-10-19 19:11:57,2.67,72.89,82.42,78,100,11.61
397,Goure,NE,2020-10-19 19:11:57,13.98,10.27,91.0,13,0,1.99
398,Olinda,BR,2020-10-19 19:10:09,-8.01,-34.86,84.2,62,40,11.41
399,Alofi,NU,2020-10-19 19:11:57,-19.06,-169.92,73.4,83,75,11.41
400,Neuquen,AR,2020-10-19 19:11:57,-38.95,-68.06,69.8,16,0,10.29
401,Manyana,BW,2020-10-19 19:11:57,-23.4,21.72,85.05,14,23,7.4
402,Ino,JP,2020-10-19 19:11:57,33.55,133.43,55.45,64,100,5.03
403,Antofagasta,CL,2020-10-19 19:11:20,-23.65,-70.4,66.99,77,90,13.87
404,Nova Vicosa,BR,2020-10-19 19:11:58,-17.89,-39.37,76.93,67,100,8.41
405,Bam,IR,2020-10-19 19:11:58,29.11,58.36,58.32,22,0,6.15
406,Zunyi,CN,2020-10-19 19:11:58,27.69,106.91,54.61,73,100,2.64
407,Sioux Lookout,CA,2020-10-19 19:11:58,50.1,-91.92,34.61,74,100,7.96
408,Cayenne,GF,2020-10-19 19:11:58,4.93,-52.33,89.6,59,23,13.87
409,Havoysund,NO,2020-10-19 19:11:58,71.0,24.66,33.8,100,75,6.93
410,Russell,US,2020-10-19 19:11:59,32.35,-85.2,82.4,45,1,9.17
411,Safaga,EG,2020-10-19 19:07:50,26.73,33.94,80.6,61,0,1.19
412,Takoradi,GH,2020-10-19 19:11:59,4.88,-1.76,77.56,87,2,8.81
413,Ayan,RU,2020-10-19 19:11:59,56.45,138.17,27.77,81,98,12.21
414,Gigmoto,PH,2020-10-19 19:11:59,13.78,124.39,78.19,92,100,2.3
415,Ancud,CL,2020-10-19 19:10:53,-41.87,-73.82,57.0,61,75,6.93
416,Girne,CY,2020-10-19 19:11:59,35.34,33.32,73.4,78,20,10.29
417,Churapcha,RU,2020-10-19 19:12:00,62.0,132.43,6.01,95,100,2.08
418,Santo Antonio Do Taua,BR,2020-10-19 19:12:00,-1.15,-48.13,82.4,83,75,12.75
419,Partizanske,SK,2020-10-19 19:12:00,48.63,18.38,48.0,87,90,4.7
420,Oktyabrskiy,RU,2020-10-19 19:12:00,54.48,53.47,42.58,83,0,2.82
421,Santa Cruz,BO,2020-10-19 19:12:00,-17.8,-63.17,96.8,41,40,23.04
422,Miracema Do Tocantins,BR,2020-10-19 19:12:00,-9.56,-48.4,100.18,23,90,3.8
423,Yunyang,CN,2020-10-19 19:12:00,33.45,112.71,55.87,55,100,1.52
424,Tigil,RU,2020-10-19 19:12:01,57.8,158.67,32.86,94,0,9.17
425,Masty,BY,2020-10-19 19:12:01,53.41,24.54,39.65,82,0,10.25
426,Pingzhuang,CN,2020-10-19 19:12:01,42.04,119.29,47.55,50,0,5.61
427,Vila Velha,BR,2020-10-19 19:12:01,-20.33,-40.29,75.2,78,75,5.82
428,Melville,US,2020-10-19 19:10:57,40.79,-73.42,66.99,63,20,4.7
429,Bereda,ES,2020-10-19 19:12:01,43.27,-7.54,62.01,93,97,14.0
430,Ahuimanu,US,2020-10-19 19:12:01,21.44,-157.84,80.6,78,40,3.36
431,Tocopilla,CL,2020-10-19 19:12:01,-22.09,-70.2,67.24,49,21,9.31
432,Faanui,PF,2020-10-19 19:12:02,-16.48,-151.75,79.9,80,0,15.9
433,Mandalgovi,MN,2020-10-19 19:12:02,45.76,106.27,36.66,65,100,5.37
434,Balingasay,PH,2020-10-19 19:12:02,16.36,119.86,82.54,77,100,8.34
435,Beira,MZ,2020-10-19 19:12:02,-19.84,34.84,73.44,81,0,10.4
436,Juneau,US,2020-10-19 19:12:02,58.3,-134.42,37.99,93,90,2.37
437,Halifax,CA,2020-10-19 19:09:51,44.65,-63.57,59.0,93,95,1.01
438,Kirakira,SB,2020-10-19 19:12:02,-10.45,161.92,79.83,84,36,8.05
439,Shemysheyka,RU,2020-10-19 19:12:03,52.89,45.39,46.99,46,99,7.11
440,Tabas,IR,2020-10-19 19:12:03,33.6,56.92,64.4,11,0,4.7
441,Luhyny,UA,2020-10-19 19:12:03,51.08,28.4,40.05,78,0,6.69
442,Port Hedland,AU,2020-10-19 19:12:03,-20.32,118.57,71.6,88,0,10.29
443,Mehamn,NO,2020-10-19 19:12:03,71.04,27.85,37.4,86,40,3.36
444,Nuevo Progreso,MX,2020-10-19 19:12:04,23.17,-97.95,91.0,57,32,7.0
445,Smithers,CA,2020-10-19 19:12:04,54.78,-127.17,41.07,68,79,1.36
446,Lexington Park,US,2020-10-19 19:12:04,38.27,-76.45,73.4,64,75,10.29
447,Mount Darwin,ZW,2020-10-19 19:12:04,-16.77,31.58,76.46,21,0,6.06
448,Volksrust,ZA,2020-10-19 19:12:04,-27.37,29.88,71.17,23,41,3.96
449,Baruun-Urt,MN,2020-10-19 19:12:04,46.68,113.28,44.47,48,100,15.86
450,Boyolangu,ID,2020-10-19 19:12:04,-8.12,111.89,74.73,89,46,0.81
451,Naushki,RU,2020-10-19 19:12:04,50.38,106.11,31.08,85,100,18.45
452,Chapais,CA,2020-10-19 19:12:05,49.78,-74.85,36.21,80,78,4.36
453,Batabano,CU,2020-10-19 19:12:05,22.72,-82.29,84.2,70,75,10.29
454,Ambovombe,MG,2020-10-19 19:07:11,-25.17,46.08,68.16,88,0,10.8
455,Tazovskiy,RU,2020-10-19 19:12:05,67.47,78.7,17.47,97,1,7.61
456,Buerarema,BR,2020-10-19 19:12:05,-14.96,-39.3,76.93,78,90,5.32
457,Manokwari,ID,2020-10-19 19:11:32,-0.87,134.08,81.23,72,100,8.05
458,Tilichiki,RU,2020-10-19 19:11:15,60.47,166.1,36.88,98,100,4.03
459,Meulaboh,ID,2020-10-19 19:12:05,4.14,96.13,77.0,85,100,4.47
460,Tsabong,BW,2020-10-19 19:12:06,-26.02,22.4,84.04,13,0,7.29
461,Basco,PH,2020-10-19 19:12:06,20.45,121.97,82.29,78,100,32.39
462,Deputatskiy,RU,2020-10-19 19:12:06,69.3,139.9,9.36,95,98,4.76
463,Kieta,PG,2020-10-19 19:12:06,-6.22,155.63,78.49,77,18,4.14
464,Alta Floresta,BR,2020-10-19 19:12:06,-9.88,-56.09,92.7,41,88,4.83
465,Kijang,KR,2020-10-19 19:12:06,35.24,129.21,51.8,81,0,4.7
466,Gunjur,GM,2020-10-19 19:12:06,13.2,-16.73,89.6,79,40,5.82
467,Komsomolskiy,UZ,2020-10-19 19:12:07,40.43,71.72,53.6,54,0,2.24
468,Verkhnevilyuysk,RU,2020-10-19 19:12:07,63.45,120.32,22.46,97,91,7.31
469,Abu Dhabi,AE,2020-10-19 19:08:22,24.47,54.37,84.2,62,0,4.7
470,Presidente Medici,BR,2020-10-19 19:11:09,-11.18,-61.9,90.77,44,100,5.64
471,Bereznik,RU,2020-10-19 19:12:07,62.86,42.71,33.46,95,100,4.43
472,Leua,SK,2020-10-19 19:12:07,48.22,18.61,51.01,84,100,1.99
473,Yayva,RU,2020-10-19 19:12:07,59.33,57.26,34.0,100,98,1.01
474,Tatsuno,JP,2020-10-19 19:12:07,34.87,134.55,50.0,100,100,1.01
475,Felanitx,ES,2020-10-19 19:12:07,39.47,3.15,62.6,77,20,4.7
476,Dinguiraye,GN,2020-10-19 19:12:08,11.3,-10.72,78.87,56,39,3.2
477,Porto Seguro,BR,2020-10-19 19:12:08,-16.45,-39.06,78.8,65,75,8.05
478,Almaznyy,RU,2020-10-19 19:12:08,48.04,40.05,51.8,93,40,6.71
479,Nishihara,JP,2020-10-19 19:12:08,26.18,127.76,78.8,83,75,13.87
480,Upata,VE,2020-10-19 19:12:08,8.01,-62.4,95.0,50,91,1.99
481,Anchorage,US,2020-10-19 19:11:41,61.22,-149.9,35.01,74,90,4.7
482,Half Moon Bay,US,2020-10-19 19:08:31,37.46,-122.43,75.0,77,5,5.82
483,Nerchinskiy Zavod,RU,2020-10-19 19:12:09,51.31,119.61,33.26,92,100,2.3
484,Vanino,RU,2020-10-19 19:12:09,49.09,140.25,28.18,86,0,5.21
485,Ewa Beach,US,2020-10-19 19:12:09,21.32,-158.01,82.4,69,90,8.05
486,Vardo,NO,2020-10-19 19:12:09,70.37,31.11,39.2,80,75,23.04
487,Mgandu,TZ,2020-10-19 19:12:09,-5.95,34.13,72.25,41,84,5.99
488,Razdolnoye,RU,2020-10-19 19:12:09,43.55,131.92,30.2,100,0,2.24
489,Aklavik,CA,2020-10-19 19:12:09,68.22,-135.01,18.57,91,100,7.18
490,Tabuk,PH,2020-10-19 19:12:09,17.42,121.44,73.83,88,87,10.02
491,Petropavlovka,RU,2020-10-19 19:12:09,50.61,105.32,31.35,84,100,4.07
492,Golden,US,2020-10-19 19:07:56,39.76,-105.22,69.01,33,88,4.94
493,Nilopolis,BR,2020-10-19 19:12:10,-22.81,-43.41,84.2,51,75,8.05
494,Kavieng,PG,2020-10-19 19:12:10,-2.57,150.8,81.88,71,54,2.35
495,Zaozerne,UA,2020-10-19 19:12:10,45.16,33.28,57.22,56,60,10.07
496,Krasnoselkup,RU,2020-10-19 19:12:10,65.7,82.47,18.55,96,100,6.49
497,Itaituba,BR,2020-10-19 19:12:10,-4.28,-55.98,101.79,24,100,4.32
498,Evensk,RU,2020-10-19 19:12:10,61.95,159.23,37.62,84,81,14.27
499,Neftegorsk,RU,2020-10-19 19:12:11,52.8,51.17,45.45,70,100,6.76
500,Sakaiminato,JP,2020-10-19 19:12:11,35.55,133.23,50.0,100,20,4.7
501,Gizo,SB,2020-10-19 19:12:11,-8.1,156.84,82.0,74,51,2.28
502,Lardos,GR,2020-10-19 19:12:11,36.09,28.02,73.4,69,20,10.29
503,Beaverlodge,CA,2020-10-19 19:12:11,55.22,-119.44,26.24,95,100,3.94
504,Razdolinsk,RU,2020-10-19 19:12:11,58.42,94.67,25.56,96,100,9.08
505,Samarai,PG,2020-10-19 19:12:11,-10.62,150.67,79.21,87,10,8.7
506,Oranjemund,NA,2020-10-19 19:12:12,-28.55,16.43,58.71,83,0,13.04
507,Palmer,US,2020-10-19 19:12:12,42.16,-72.33,64.4,55,75,5.82
508,Valparaiso,CL,2020-10-19 19:12:12,-33.04,-71.63,73.4,38,31,11.41
509,Bac Lieu,VN,2020-10-19 19:12:12,9.29,105.72,77.49,88,100,6.06
510,Thunder Bay,CA,2020-10-19 19:12:12,48.4,-89.32,37.0,58,100,6.26
511,Tecolutla,MX,2020-10-19 19:12:12,20.48,-97.02,84.2,70,75,6.93
512,Biak,ID,2020-10-19 19:12:12,-0.91,122.88,76.35,68,71,6.13
513,Cairo,EG,2020-10-19 19:10:17,30.06,31.25,77.0,69,0,20.8
514,Lincoln,US,2020-10-19 19:10:57,40.8,-96.67,50.0,49,1,10.29
515,Dunedin,NZ,2020-10-19 19:12:13,-45.87,170.5,48.99,77,8,12.37
516,Athens,GR,2020-10-19 19:11:16,37.98,23.72,64.99,67,20,6.93
517,Tchollire,CM,2020-10-19 19:12:13,8.4,14.17,77.43,56,54,3.24
518,Pangnirtung,CA,2020-10-19 19:12:13,66.15,-65.71,30.13,94,100,9.53
519,Hastings,GB,2020-10-19 19:12:13,50.86,0.57,55.0,63,100,4.0
520,Ulaangom,MN,2020-10-19 19:12:13,49.98,92.07,27.09,77,100,4.54
521,Preston,GB,2020-10-19 19:12:13,53.77,-2.72,53.6,76,75,16.11
522,Shanhetun,CN,2020-10-19 19:12:14,44.7,127.2,43.97,66,0,8.41
523,Novyy Urengoy,RU,2020-10-19 19:12:14,66.08,76.63,22.69,98,67,5.99
524,Nianzishan,CN,2020-10-19 19:12:14,47.52,122.88,41.58,67,100,3.22
525,Makakilo City,US,2020-10-19 19:11:25,21.35,-158.09,82.4,69,90,8.05
526,Hernani,ES,2020-10-19 19:12:14,43.27,-1.98,75.2,36,100,11.41
527,Uyuni,BO,2020-10-19 19:12:14,-20.46,-66.83,64.33,24,50,4.79
528,Minas,UY,2020-10-19 19:07:26,-34.38,-55.24,84.2,54,10,6.93
529,Ishigaki,JP,2020-10-19 19:12:15,24.34,124.16,79.48,82,91,25.72
530,Zhangjiakou,CN,2020-10-19 19:12:15,40.81,114.88,46.72,48,40,2.37
531,Charlottesville,US,2020-10-19 19:12:15,38.03,-78.48,71.01,60,20,10.29
532,Bratsk,RU,2020-10-19 19:09:29,56.13,101.61,26.6,73,97,6.71
533,Hokitika,NZ,2020-10-19 19:09:24,-42.72,170.97,50.61,85,100,2.33
534,San Policarpo,PH,2020-10-19 19:12:15,12.18,125.51,77.68,87,100,6.98
535,Besikduzu,TR,2020-10-19 19:12:15,41.05,39.23,66.2,72,75,8.05
536,Klaksvik,FO,2020-10-19 19:12:16,62.23,-6.59,41.0,86,2,6.93
537,Thornhill,GB,2020-10-19 19:10:24,55.23,-3.77,53.6,87,75,17.22
538,Galesong,ID,2020-10-19 19:12:16,-5.32,119.37,73.4,100,20,3.36
539,Bathurst,AU,2020-10-19 19:07:38,-33.42,149.58,46.0,95,81,3.65
540,Astoria,US,2020-10-19 19:10:35,46.19,-123.83,57.99,82,90,5.82
541,Pochutla,MX,2020-10-19 19:12:16,15.74,-96.47,91.0,55,20,10.29
542,Deer Lake,CA,2020-10-19 19:12:16,49.17,-57.43,61.56,75,100,5.57
543,Baykit,RU,2020-10-19 19:12:16,61.67,96.37,24.96,93,100,10.58
544,Isangel,VU,2020-10-19 19:10:54,-19.55,169.27,71.6,94,75,12.5
545,Shunyi,CN,2020-10-19 19:12:17,40.12,116.65,60.01,87,0,2.24
546,Aksu,CN,2020-10-19 19:12:17,41.12,80.26,50.67,43,0,1.66
547,Shingu,JP,2020-10-19 19:12:17,33.73,135.98,54.55,75,100,5.64
548,Beian,NO,2020-10-19 19:12:17,63.66,9.57,35.6,93,20,3.36
549,Qandala,SO,2020-10-19 19:12:17,11.47,49.87,83.46,36,0,4.21
550,Tongliao,CN,2020-10-19 19:12:17,43.61,122.27,48.79,48,0,9.86
551,Sechenovo,RU,2020-10-19 19:12:17,55.22,45.89,39.0,88,35,8.57
552,Tres De Maio,BR,2020-10-19 19:12:18,-27.77,-54.24,97.0,30,0,1.99
553,Homer,US,2020-10-19 19:10:58,59.64,-151.55,39.0,74,90,3.36
554,Honningsvag,NO,2020-10-19 19:07:24,70.98,25.97,37.4,79,75,9.17
555,Moron,AR,2020-10-19 19:11:46,-34.65,-58.62,77.0,61,90,11.41
556,Basna,IN,2020-10-19 19:12:18,21.28,82.82,75.06,80,0,2.21
557,Berwick,US,2020-10-19 19:12:18,41.05,-76.23,60.01,86,100,5.3
558,Disraeli,CA,2020-10-19 19:12:18,45.9,-71.35,55.0,73,100,1.01
559,Ionia,US,2020-10-19 19:12:19,42.99,-85.07,52.0,42,1,1.19
560,Aswan,EG,2020-10-19 19:12:19,24.09,32.91,86.14,19,0,12.8
561,Solnechnyy,RU,2020-10-19 19:12:19,50.72,136.63,26.13,79,0,4.79
562,Pemangkat,ID,2020-10-19 19:12:19,1.17,108.97,78.3,84,100,3.24
563,Ugoofaaru,MV,2020-10-19 19:07:22,5.67,73.0,81.14,81,12,11.18
564,Wamba,NG,2020-10-19 19:12:19,8.93,8.6,75.87,90,94,1.97
565,Benguela,AO,2020-10-19 19:12:19,-12.58,13.41,74.97,75,5,5.46
566,Matay,EG,2020-10-19 19:12:19,28.42,30.78,81.41,26,0,11.21
567,Maun,BW,2020-10-19 19:12:19,-19.98,23.42,91.4,16,0,2.24
568,Puerto Escondido,MX,2020-10-19 19:12:20,15.85,-97.07,86.0,70,40,8.05
569,Awbari,LY,2020-10-19 19:12:20,26.59,12.78,76.06,45,0,15.35
570,Lerwick,GB,2020-10-19 19:12:20,60.15,-1.15,46.4,87,75,36.91
571,Adrar,MR,2020-10-19 19:12:20,20.5,-10.07,89.53,14,0,10.71
572,Savinka,RU,2020-10-19 19:12:20,50.08,47.1,50.41,50,100,8.59
573,Padang,ID,2020-10-19 19:12:20,-0.95,100.35,78.4,71,1,3.76
574,Konolfingen,CH,2020-10-19 19:12:20,46.88,7.62,45.0,100,83,1.12
575,Huty,UA,2020-10-19 19:10:10,50.13,35.34,42.17,66,0,7.0
576,Talcahuano,CL,2020-10-19 19:12:21,-36.72,-73.12,62.6,55,0,18.34
577,Turan,VN,2020-10-19 19:12:21,16.07,108.22,77.0,94,75,8.05
